PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RUN AREA,PASS ZONE,GN/LS,RESULT,OFF FORM,OFF PLAY,comments,DEF FRONT,S ALIGN,COVERAGE,BLITZ,comments2,QTR,OPP TEAM
65,O,4,1,R,31,Run,,,0,Rush,DEUCE,SLICE EVEN,,61,0,ZERO,,,,University of Puget Sound
74,O,1,10,L,28,Run,P-L,,0,Rush,DEUCE,SLICE EVEN,,61,0,ZERO,7,,,University of Puget Sound
87,O,2,11,M,20,Run,C-L,,2,Rush,DEUCE,SLICE EVEN,,43,0,C3,,,,University of Puget Sound
96,O,2,13,L,25,Run,B-R,,3,Rush,DEUCE,SLICE EVEN,,70,1HI,ZERO,7,,,University of Puget Sound
140,O,1,15,L,-33,Run,C-L,,0,Rush,DEUCE,SLICE EVEN,,33,1HI,C3,6I,,,Pacific Lutheran University
195,O,2,8,R,12,Run,B-R,,4,Rush,DEUCE,SLICE EVEN,,43,2HI,C1,,,,Pacific University
85,O,2,8,,32,Run,,,3,,DEUCE,SLICE EVEN,,42,2HI,C3,,,,Lewis & Clark College
201,O,1,10,,-31,Run,,,5,,DEUCE,SLICE EVEN,,42,2HI,C4,,,,Lewis & Clark College
127,O,1,10,R,49,Run,P-R,,3,Rush,BULLET,SLICE EVEN,,42,2HI,C1,,,,Chapman University
195,O,2,7,R,31,Run,P-R,,8,Rush,BULLET,SLICE EVEN,,42,2HI,OVER,,,,Chapman University
40,O,2,11,R,-2,Run,P-R,,-1,Rush,BULLET,SLICE ODD,,33,2HI,C3,,,1,George Fox University
156,O,1,15,M,27,Run,P-L,,2,Rush,PISTOL,SLICE ODD,,42,2HI,C3,,,3,George Fox University
219,O,1,10,R,-44,Run,B-L,,-1,Rush,BULLET,SLICE ODD,,42,2HI,C3,,,4,George Fox University
15,O,1,10,R,-16,Run,P-L,,5,Rush,BULLET,SLICE ODD,,34,1HI,C3,,,,University of Puget Sound
60,O,1,10,L,16,Run,C-L,,6,Rush,DEUCE,SLICE ODD,,42,1HI,C1,,,,University of Puget Sound
162,O,,,L,,Run,,,,,DEUCE,SLICE ODD,,61,,ZERO,7,,,University of Puget Sound
76,O,2,10,L,28,Run,P-L,,1,Rush,DEUCE,SLICE ODD,,61,0,ZERO,7,,,University of Puget Sound
83,O,2,8,R,23,Run,P-L,,-1,Rush,DEUCE,SLICE ODD,,70,1HI,ZERO,7,,,University of Puget Sound
94,O,3,8,L,33,Run,P-L,,-2,Rush,DEUCE,SLICE ODD,,70,1HI,ZERO,7,,,University of Puget Sound
97,O,3,10,R,22,Run,C-R,,0,Rush,DEUCE,SLICE ODD,,70,1HI,ZERO,7,,,University of Puget Sound
194,O,1,10,R,14,Run,C-R,,2,Rush,DEUCE,SLICE ODD,,33,1HI,C1,,,,Pacific University
45,O,1,10,R,49,Run,C-R,,0,Rush,DEUCE,SLICE ODD,,33,2HI,OVER,,,,Willamette University
134,O,1,10,,-45,Run,,,-1,Rush,DEUCE,SLICE ODD,,42,2HI,C3,,,,Lewis & Clark College
138,O,2,10,,39,Run,,,15,,BULLET,SLICE ODD,,42,2HI,C4,,,,Lewis & Clark College
139,O,1,10,,24,Run,,,5,,DEUCE,SLICE ODD,,33,2HI,C3,4I,,,Lewis & Clark College
125,O,1,10,M,-36,Run,P-L,,6,Rush,BULLET,SLICE ODD,,42,2HI,24,,,,Chapman University
177,O,1,10,L,-25,Run,B-L,,1,Rush,BULLET,SLICE ODD,,42,2HI,24,,,,Chapman University
61,O,2,4,M,10,Run,B-L QB,,6,TD,DEUCE,SLICE RANGER,,42,1HI,C1,,,,University of Puget Sound
135,O,4,2,M,7,Run,P-R,,-1,Rush,DEUCE,SLICE RANGER,,51,1HI,ZERO,7,,,Willamette University
126,O,2,4,L,-42,Run,B-R QB,,9,Rush,BULLET,SLICE RANGER,,42,2HI,C4,,,,Chapman University
66,O,2,13,,-17,Run,,,6,,BONE,STEELER ODD,,34,2HI,C1,,,,Lewis & Clark College
47,O,3,8,M,28,Pass,,4,0,Incomplete,TRIO,SWITCH,,33,2HI,2MAN,4I,,,Pacific University
59,O,2,10,L,-40,Pass,,2,0,Incomplete,TRIO,SWITCH,,32,2HI,2MAN,,,,Pacific University
94,O,1,10,L,48,Pass,,6,16,Complete,TRIO,SWITCH,,33,2HI,C1,5I,,,Pacific University
179,O,2,14,L,-15,Pass,,1,0,Incomplete,TRIO,SWITCH,,32,2HI,2MAN,,,,Pacific University
87,O,2,6,L,-30,Pass,,6,0,Incomplete,TRIO,SWITCH,,32,UMBRELLA,PREVENT,,,,Willamette University
124,O,1,10,L,50,Run,P-R,,0,Rush,50,T QK A NOW,,42,2HI,C1,6I,,,Linfield College
175,O,3,10,M,-15,Run,B-R,,7,Rush,50,T QK BEARS,,33,1HI,C3,5L,,,Pacific Lutheran University
180,O,3,14,L,-15,Run,B-R,,2,Rush,50,T QK BEARS,,33,1HI,C3,5L,,,Pacific University
10,O,1,10,R,24,Pass,,3,4,Complete,DOUBLES,TAP TAP,,32,2HI,C4,,,,University of Puget Sound
56,O,1,10,R,-36,Pass,,7,0,Incomplete,DOUBLES,TAP TAP,,41,2HI,C3,,,,Linfield College
34,O,1,10,L,-36,Pass,,1,4,Complete,TRIO,TAP TAP,,43,1HI,C3,,,,University of La Verne
37,O,2,8,L,39,Pass,,3,0,Incomplete,DOUBLES,TAP TAP,,43,0,ZERO,7,,,Whittier College
84,O,1,10,L,29,Pass,,,-5,Sack,DOUBLES,TAP TAP,,42,2HI,21,,,,Whittier College
150,O,3,1,R,14,Pass,,4,14,TD,DOUBLES,TAP TAP,,42,0,ZERO,7,,,Whittier College
71,O,1,10,M,44,Pass,,1,-5,Complete,DOUBLES,TAP TAP ECHO,,33,1HI,C3,5O,,,Pacific Lutheran University
134,O,1,10,L,38,Pass,,6,13,Complete,DOUBLES,TAP TAP ECHO,,33,2HI,24,,,,Pacific University
185,O,1,10,R,20,Pass,,3,2,Complete,DOUBLES,TAP TAP ECHO,,33,2HI,C2,,,,Pacific University
27,O,2,1,L,-34,Pass,,6,19,Complete,TRIO,TAP TAP NITRO,,33,2HI,ROBBER,,,,Pacific University
156,O,1,15,R,-49,Pass,,7,0,Incomplete,TRIO,TAP TAP NITRO,,33,1HI,ROBBER,,,,Pacific University
113,O,3,4,M,44,Pass,B-R QB,,5,Scramble,TRIO,TAP TAP NITRO,,32,2HI,C3,,,,Willamette University
131,O,1,10,R,30,Pass,,,15,Penalty,TRIO,TAP TAP NITRO,,33,2HI,C3,,,,Willamette University
63,O,2,10,R,-49,Pass,,1,0,Incomplete,DOUBLES,TEAR ARK ROLL,,42,2HI,3ROLL,,,,Whittier College
119,O,4,3,,3,Pass,,,0,,TRIO,TEAR ARKANSAS,,50,0,ZERO,,,,Linfield College
158,O,2,6,,6,Pass,,,0,,TRIO,TEAR ARKANSAS,,33,0,OVER,,,,Linfield College
4,O,1,10,L,46,Run,P-R QB,,7,Rush,TRIO,TEAR ARMY,,42,2HI,C3,,PINBALL,,Linfield College
161,O,1,8,L,8,Run,B-R QB,,8,"Rush, TD",TRIO,TEAR ARMY,,32,2HI,C1,,,,Pacific University
137,O,1,10,R,42,Pass,,1,0,Complete,TRIO,TEAR ARMY,,42,2HI,C3,,,,Willamette University
81,O,1,10,,-44,Pass,,,7,,DEUCE,TEAR ARMY,,42,2HI,21,,,,Lewis & Clark College
9,O,1,10,,31,Run,,,4,,DEUCE,TEAR ARMY,,42,1HI,C3,,ROVER TO TE/H,,Linfield College
117,O,2,4,,4,Run,,,1,,DEUCE,TEAR ARMY,,42,0,ZERO,,,,Linfield College
150,O,3,3,,37,Run,,,3,,DEUCE,TEAR ARMY,,41,1HI,C3,,,,Linfield College
20,O,2,2,R,-43,Pass,,1,8,Complete,DOUBLES,TEAR B1,,42,2HI,C1,5R,,,Whittier College
139,O,2,8,L,23,Pass,,1,5,Complete,DOUBLES,TEAR B1,,42,2HI,OVER,,,,Whittier College
117,O,2,5,,26,Pass,,,26,TD,DOUBLES,TEAR B2,,41,2HI,C2,,,,Lewis & Clark College
197,O,3,3,M,-24,Pass,,3,0,Incomplete,DOUBLES,TEAR B2,,41,2HI,C2,,,,Whittier College
2,O,1,10,L,-21,Pass,,,-10,Penalty,DOUBLES,TEAR B2 HAWAII,,33,1HI,C3,5R,WEAK HASH,,Pacific Lutheran University
153,O,2,7,M,-48,Pass,,6,19,Complete,DOUBLES,TEAR BOAT,EXP,42,2HI,3ROLL,,,3,George Fox University
178,O,2,11,R,-24,Pass,,1,0,Incomplete,DOUBLES,TEAR BOAT,,42,2HI,C3,,,4,George Fox University
60,O,3,10,L,-40,Pass,,6,0,Incomplete,DOUBLES,TEAR BOAT,,32,2HI,2MAN,4I,?,,Pacific University
86,O,3,25,,-8,Pass,,,0,,DOUBLES,TEAR BOAT,,33,2HI,21,5R,,,Linfield College
128,O,3,10,,-29,Pass,,,-7,Sack,DOUBLES,TEAR BOAT,,32,2HI,2MAN,4I,,,Linfield College
158,O,2,10,M,-38,Pass,,1,3,Complete,DOUBLES,TEAR BOAT,,42,2HI,C4,,,,Chapman University
36,O,2,27,,46,Pass,,,0,,DEUCE,TEAR DBL POSTS,,42,1HI,,,OVER 1,,Linfield College
147,O,2,5,,-46,Run,,,10,,DEUCE,TEAR DBL POSTS,,41,1HI,,,OVER 1,,Linfield College
186,O,2,11,,-33,Pass,,,11,Scramble,DEUCE,TEAR DBL POSTS,,42,1HI,C3,5R,INVERT?,,Linfield College
109,O,1,20,L,-43,Pass,,4,0,Incomplete,TRIO,TEAR DOVER,,42,2HI,3ROLL,,,2,George Fox University
69,O,1,10,L,-43,Pass,,3,4,Complete,TRIO,TEAR DOVER,,33,1HI,C3,5L,,,Pacific Lutheran University
36,O,1,10,,-34,Pass,,,4,,TRIO,TEAR DOVER,,31,2HI,ROBBER,,,,Lewis & Clark College
67,O,1,10,M,-19,Pass,,1,10,Complete,TRIO,TEAR DOVER,,42,2HI,C4,,,,Chapman University
90,O,1,10,R,-25,Pass,,2,11,Complete,TRIO,TEAR DOVER,,42,2HI,3ROLL,,,,Chapman University
101,O,4,1,L,5,Run,P-L QB,,5,"Rush, TD",DOUBLES,TEAR DUCKS,,33,0,C1,,?,,Pacific University
58,O,2,3,L,3,Run,P-L QB,,3,"Rush, TD",DOUBLES,TEAR DUCKS,,33,0,ZERO,4L,,,Willamette University
168,O,3,4,,49,Pass,,,0,,TRIO,TEAR FLORIDA,,33,2HI,C3,,,,Linfield College
149,O,2,10,,44,Pass,,,7,,DEUCE,TEAR H-LARRY,,42,1HI,21,,,,Linfield College
101,O,3,10,M,20,Pass,,,-7,Sack,TRIO,TEAR IDAHO,,33,1HI,C3,6I,,,Pacific Lutheran University
58,O,3,10,R,-36,Pass,,,-7,Sack,DOUBLES,TEAR IDAHO,,33,2HI,OVER,4I,,,Linfield College
83,O,2,8,,-25,Pass,,,-7,Sack,DOUBLES,TEAR IDAHO,,41,2HI,C3,5I,,,Linfield College
191,O,2,10,,39,Pass,,,0,,DOUBLES,TEAR IDAHO,,42,2HI,ZERO,6L,,,Linfield College
10,O,2,6,,27,Pass,,,0,,DEUCE,TEAR LUCY,,41,1HI,C4,,CK C? - W HASH VERT,,Linfield College
38,O,3,8,R,-21,Pass,,2,6,Complete,TRIO,TEAR MIAMI,,32,UMBRELLA,C3,4I,,,Willamette University
139,O,3,6,L,38,Pass,,3,6,Complete,TRIO,TEAR MIAMI,,42,0,OVER,4R,,,Willamette University
73,O,1,10,R,-32,Pass,,3,4,Complete,DOUBLES,TEAR NIKE,,32,2HI,3ROLL,,,,Linfield College
30,O,2,8,L,-27,Pass,,2,19,Complete,DOUBLES,TEAR OMAHA,,33,1HI,C3,5O,,,Pacific Lutheran University
33,O,3,4,L,48,Pass,,5,18,Complete,DOUBLES,TEAR OMAHA,,33,1HI,C3,5I,,,Pacific Lutheran University
61,O,3,1,R,30,Pass,,2,30,"Complete, TD",DOUBLES,TEAR OMAHA,,51,1HI,ZERO,6I,,,Pacific Lutheran University
97,O,3,2,L,43,Pass,,6,13,Complete,DOUBLES,TEAR OMAHA,,33,1HI,C3,,,,Pacific Lutheran University
141,O,2,15,M,-33,Pass,,6,0,Incomplete,DOUBLES,TEAR OMAHA,,33,1HI,C3,5I,,,Pacific Lutheran University
116,O,3,2,L,2,Pass,,1,0,Incomplete,DOUBLES,TEAR OMAHA,,33,0,ZERO,,,,Pacific University
72,O,3,7,M,12,Pass,,2,0,Incomplete,DOUBLES,TEAR OMAHA,,32,2HI,OVER,4I,,,Willamette University
27,O,3,4,,-26,Pass,,,4,,DOUBLES,TEAR OMAHA,,42,2HI,24,,,,Linfield College
159,O,3,6,,6,Pass,,,6,TD,DOUBLES,TEAR OMAHA,,32,0,ZERO,6O,,,Linfield College
4,O,2,18,R,-13,Pass,,,0,Incomplete,TRIO,TEAR VANDAL,,33,1HI,C3,5I,,,Pacific Lutheran University
99,O,1,10,M,20,Pass,,7,0,Incomplete,DOUBLES,TEAR VANDAL,FIELD ESCAPE,33,1HI,C3,5L,WEAK HASH,,Pacific Lutheran University
38,O,1,10,,50,Pass,,,34,,DOUBLES,TEAR VANDAL,,32,2HI,C2,4I,,,Lewis & Clark College
133,O,3,18,,-10,Pass,,,35,,DOUBLES,TEAR VANDAL,,42,2HI,C4,,,,Lewis & Clark College
21,O,1,10,L,49,Pass,,7,49,TD,DOUBLES,UTAH,,43,2HI,ZERO,7,,,Whittier College
65,O,1,10,R,38,Pass,,9,38,TD,DOUBLES,UTAH,,42,2HI,C4,,,,Whittier College
19,O,2,2,,44,Pass,,,29,,DOUBLES,UTAH,,42,2HI,C2,,,,Lewis & Clark College
136,O,2,8,R,23,Pass,P-R QB,,23,"Scramble, TD",DOUBLES,UTAH,,33,2HI,2MAN,4I,,,Pacific University
79,O,2,4,M,-16,Pass,,4,20,Complete,DOUBLES,UTAH,EXP,42,2HI,3ROLL,,,2,George Fox University
57,O,2,8,R,-21,Pass,,5,19,Complete,DOUBLES,UTAH,,33,2HI,C2,,,,Pacific University
121,O,3,6,R,-24,Pass,,6,15,Complete,DOUBLES,UTAH,,42,2HI,3ROLL,,,,Linfield College
161,O,1,10,L,-36,Pass,,4,13,Complete,DOUBLES,UTAH,,42,2HI,C4,,,,University of La Verne
140,O,3,5,L,-32,Pass,,4,9,Complete,DOUBLES,UTAH,,42,2HI,OVER,,,,Chapman University
31,O,1,10,L,-16,Pass,,1,8,Complete,DOUBLES,UTAH,,42,2HI,2MAN,,,,Linfield College
9,O,2,7,L,-23,Pass,,1,5,Complete,DOUBLES,UTAH,,42,2HI,24,,,,Chapman University
110,O,1,20,R,39,Pass,,,5,Penalty,DOUBLES,UTAH,,42,2HI,3ROLL,,,,Whittier College
38,O,1,10,R,38,Pass,,3,4,Complete,50,UTAH,,33,2HI,24,,,,Chapman University
54,O,2,7,R,50,Pass,,9,3,Interception,50,UTAH,,41,1HI,C3,,,,University of Puget Sound
21,O,2,6,R,-45,Pass,,3,3,Complete,DOUBLES,UTAH,,33,1HI,C3,5R,,,Pacific Lutheran University
61,O,3,7,,-23,Pass,,,3,,50,UTAH,,33,2HI,2MAN,4L,,,Linfield College
31,O,3,21,R,33,Pass,,5,0,Incomplete,DOUBLES,UTAH,,33,2HI,C4,4I,,1,George Fox University
87,O,2,6,R,27,Pass,,5,0,Incomplete,DOUBLES,UTAH,,42,2HI,3ROLL,,,2,George Fox University
103,O,1,10,R,-28,Pass,,4,0,Incomplete,DOUBLES,UTAH,,42,2HI,3ROLL,,,2,George Fox University
185,O,2,6,R,-18,Pass,,3,0,Incomplete,DOUBLES,UTAH,,33,2HI,3ROLL,4L,,4,George Fox University
51,O,2,10,L,-28,Pass,,4,0,Incomplete,DOUBLES,UTAH,,42,2HI,3ROLL,,,,University of Puget Sound
112,O,1,10,,-39,Pass,,,0,,DOUBLES,UTAH,,43,2HI,C4,5I,,,Lewis & Clark College
31,O,2,12,,-49,Pass,,,0,,DOUBLES,UTAH,,32,2HI,,4R,OVER 1,,Linfield College
153,O,3,3,,27,Pass,,,0,,DOUBLES,UTAH,,42,2HI,2MAN,,,,Linfield College
35,O,2,6,L,-40,Pass,,5,0,Incomplete,DOUBLES,UTAH,,42,2HI,C4,,,,University of La Verne
158,O,2,8,R,41,Pass,,5,0,Incomplete,DOUBLES,UTAH,,42,2HI,OVER,,,,Whittier College
105,O,1,10,R,-40,Pass,,,-10,Penalty,50,UTAH,,41,2HI,C4,,,,Whittier College
44,O,2,16,R,44,Pass,,,-12,Fumble,50,UTAH,,32,2HI,C4,,,,Linfield College
18,O,2,8,R,-35,Pass,,5,,Interception,DOUBLES,UTAH,,33,2HI,OVER,,,,Willamette University
110,O,2,20,L,-43,Pass,,5,0,Incomplete,TRIO,VANDAL,,42,2HI,3ROLL,,,2,George Fox University
16,O,2,5,R,-20,Pass,,9,20,Complete,BULLET,VANDAL,,34,1HI,C3,,,,University of Puget Sound
35,O,2,6,L,26,Pass,,7,0,Incomplete,TRIO,VANDAL,,42,1HI,ROBBER,,,,University of Puget Sound
39,O,3,10,L,10,Pass,,4,0,TD,TRIO,VANDAL,,42,1HI,OVER,,,,University of Puget Sound
48,O,3,9,M,32,Pass,,4,0,Incomplete,DOUBLES,VANDAL,,42,1HI,C1,5R,,,University of Puget Sound
64,O,3,1,R,31,Pass,,7,0,Incomplete,DEUCE,VANDAL,,61,0,OVER,,,,University of Puget Sound
72,O,2,10,L,40,Pass,,9,0,Incomplete,TRIO,VANDAL,,70,0,OVER,,,,University of Puget Sound
77,O,3,9,L,27,Run,P-L,,1,Rush,BULLET,VANDAL,,61,0,OVER,,,,University of Puget Sound
98,O,4,10,R,22,Pass,,9,0,Incomplete,DEUCE,VANDAL,,70,1HI,OVER,,,,University of Puget Sound
19,O,1,10,R,-31,Pass,,,10,Incomplete,50,VANDAL,,33,1HI,C3,5O,,,Pacific Lutheran University
111,O,2,11,L,-14,Pass,,5,0,Incomplete,TRIO,VANDAL,,33,1HI,C3,5O,,,Pacific Lutheran University
22,O,1,10,R,-36,Pass,,,-7,Sack,TEXAS,VANDAL,,42,2HI,C2,,,,Linfield College
58,O,1,10,L,-40,Pass,,7,0,Incomplete,TRIO,VANDAL,,33,2HI,3ROLL,,?,,Pacific University
89,O,1,10,R,-22,Pass,,5,13,Complete,TRIO,VANDAL,,33,2HI,C1,4I,OVER,,Pacific University
182,O,1,10,L,33,Pass,,9,0,Incomplete,TRIO,VANDAL,,33,2HI,C1,,OVER,,Pacific University
4,O,3,19,L,-1,Pass,,4,0,Incomplete,TRIO,VANDAL,,32,UMBRELLA,C3,,,,Willamette University
35,O,1,20,,39,Pass,,,-7,Sack,50,VANDAL,,32,2HI,C3,4L,,,Linfield College
98,O,2,7,,-45,Pass,,,,Interception,50,VANDAL,,32,2HI,2MAN,,Y???,,Linfield College
156,O,2,6,,18,Pass,,,9,Scramble,TRIO,VANDAL,,33,2HI,C3,,,,Linfield College
176,O,2,12,,-19,Pass,,,0,,TRIO,VANDAL,,42,2HI,C3,,,,Linfield College
190,O,1,10,,39,Pass,,,0,,DOUBLES,VANDAL,,42,2HI,2MAN,,,,Linfield College
7,O,1,10,L,-5,Pass,,4,15,Complete,TEXAS,VANDAL,,42,2HI,24,,,,Chapman University
42,O,1,10,L,24,Pass,,9,0,Incomplete,TRIO,VANDAL,,42,2HI,C2,,,,Chapman University
44,O,3,10,L,24,Pass,,4,0,Incomplete,TRIO,VANDAL,,42,1HI,C3,5I,,,Chapman University
48,O,1,20,L,-27,Pass,,1,3,Complete,BULLET,VANDAL,,42,2HI,C2,,,,University of La Verne
59,O,1,10,L,18,Pass,,5,18,TD,TRIO,VANDAL,,42,0,OVER,,,,University of La Verne
139,O,1,10,R,45,Pass,,6,0,Incomplete,TRIO,VANDAL,,42,1HI,24,,,,University of La Verne
18,O,1,10,M,-20,Pass,,5,14,Complete,TRIO,VANDAL,,41,2HI,C2,,,,Whittier College
50,O,3,10,R,-41,Pass,,9,0,Incomplete,TRIO,VANDAL,,41,2HI,C4,,,,Whittier College
60,O,1,15,R,-30,Pass,,8,0,Incomplete,TRIO,VANDAL,,41,2HI,C4,,,,Whittier College
62,O,1,10,R,-49,Pass,,6,0,Incomplete,TRIO,VANDAL,,41,2HI,OVER,,,,Whittier College
82,O,1,10,M,-40,Pass,,6,13,Complete,TRIO,VANDAL,,41,2HI,OVER,,,,Whittier College
98,O,3,10,L,-37,Pass,,9,0,Incomplete,TRIO,VANDAL,,42,2HI,3ROLL,,,,Whittier College
111,O,1,15,R,34,Pass,,7,0,Incomplete,DOUBLES,VANDAL,,42,2HI,3ROLL,,,,Whittier College
114,O,1,10,R,24,Pass,,7,0,Incomplete,TRIO,VANDAL,,41,2HI,3ROLL,,,,Whittier College
109,O,3,10,M,42,Pass,,6,0,Incomplete,TRIO,VANDAL CHIP,,33,2HI,2MAN,,,,Linfield College
221,O,3,10,L,-44,,,,-1,,,VICTORY,,,,,,,4,George Fox University
99,O,1,3,R,3,Run,,,0,,DEUCE,VICTORY,,,,,,,,University of Puget Sound
212,O,,,R,,,,,,,,VICTORY,,,,,,,,University of Puget Sound
100,O,1,3,R,3,Run,,,-76,,,VICTORY,,,,,,,,University of Puget Sound
184,O,2,10,R,24,,,,0,,,VICTORY,,,,,,,,Willamette University
185,O,2,10,R,24,,,,-4,,,VICTORY,,,,,,,,Willamette University
186,O,3,14,R,28,,,,-5,,,VICTORY,,,,,,,,
196,O,1,10,R,23,,,,,,,VICTORY,,,,,,,,Chapman University
197,O,2,11,R,24,,,,-2,,,VICTORY,,,,,,,,
218,O,2,12,L,21,,,,,,,VICTORY,,,,,,,,Whittier College
121,O,2,9,M,46,Pass,,5,17,Complete,DOUBLES,VIRGINIA JAZZ,EXP,42,2HI,C4,,,3,George Fox University
51,O,2,7,L,-49,Pass,,4,0,Incomplete,DOUBLES,X MONTANA,,33,1HI,C3,5I,,,Pacific Lutheran University
85,O,2,15,R,34,Pass,,1,-1,Complete,TRIO,X MONTANA,,42,2HI,3ROLL,,,,Whittier College
149,O,2,10,M,23,Pass,,2,9,Complete,TRIO,X MONTANA,,42,2HI,3ROLL,,,,Whittier College
52,O,2,5,M,-25,Run,P-L,,-1,Rush,DOUBLES,YELLOW,,42,2HI,C3,,,1,George Fox University
68,O,2,3,L,-39,Run,P-L,,2,Rush,DOUBLES,YELLOW,,42,2HI,C4,,,2,George Fox University
176,O,1,10,R,-25,Run,P-L,,-1,Rush,TRIO,YELLOW,,42,2HI,C4,,,4,George Fox University
187,O,1,10,R,-30,Run,P-L,,0,Rush,DOUBLES,YELLOW,,42,2HI,3ROLL,,,4,George Fox University
22,O,1,10,R,-40,Run,P-L,,14,Rush,DOUBLES,YELLOW,,43,2HI,21,,,,Chapman University
147,O,2,8,M,15,Run,P-L,,5,Rush,DOUBLES,YELLOW,,43,0,ZERO,,,,Chapman University
194,O,1,10,R,34,Run,C-R,,3,Rush,DOUBLES,YELLOW,,42,2HI,OVER,,,,Chapman University
31,O,1,10,L,-25,Run,P-L,,7,Rush,DOUBLES,YELLOW,,43,1HI,C3,,,,University of La Verne
33,O,3,1,L,-34,Run,P-L,,2,Rush,DOUBLES,YELLOW,,42,2HI,C2,,,,University of La Verne
95,O,1,10,R,-18,Run,P-L,,15,Rush,DOUBLES,YELLOW,,43,2HI,C4,,,,University of La Verne
163,O,1,10,L,37,Run,P-L,,5,Rush,DOUBLES,YELLOW,,42,2HI,C4,,,,University of La Verne
211,O,2,10,R,39,Run,P-L,,4,Rush,BULLET,YELLOW,,43,1HI,C1,,,,University of La Verne
83,O,1,10,R,48,Run,P-L,,19,Rush,DOUBLES,YELLOW,,42,1HI,C1,6I,,,Whittier College
96,O,1,10,L,-37,Run,C-R,,0,Rush,TRIO,YELLOW,,41,2HI,C1,,,,Whittier College
136,O,2,6,R,44,Run,C-R,,5,Rush,DOUBLES,YELLOW,,42,2HI,C4,,,,Whittier College
179,O,2,5,R,20,Run,P-L,,4,Rush,TRIO,YELLOW,,42,2HI,C4,,,,Whittier College
182,O,2,12,R,13,Run,P-L,,5,Rush,TRIO,YELLOW,,42,0,2MAN,,,,Whittier College
217,O,1,10,L,19,Run,B-L QB,,-2,Scramble,TRIO,YELLOW,,42,0,OVER,,,,Whittier College
20,O,1,10,R,-7,Pass,,3,11,Complete,DOUBLES,Z MONTANA,,42,2HI,2MAN,,,,Linfield College
120,O,2,6,R,-24,Pass,,2,0,Complete,DOUBLES,Z MONTANA,,41,2HI,C3,,,,Linfield College
156,O,2,9,R,-26,Pass,,,-2,Sack,DOUBLES,Z MONTANA,,32,2HI,C3,,,,Linfield College
78,O,2,5,R,-25,Pass,,1,2,Complete,TRIO,Z MONTANA,,42,2HI,C2,,,,University of La Verne
115,O,3,9,R,15,Pass,,2,1,Complete,TRIO,Z MONTANA,,42,1HI,C1,5I,,,University of La Verne
47,O,1,10,M,-30,Pass,,1,11,Complete,TRIO,Z MONTANA,,41,2HI,2MAN,,,,Whittier College
107,O,2,7,R,-43,Pass,,5,0,Incomplete,TRIO,Z MONTANA,,42,2HI,3ROLL,,,,Whittier College
112,O,2,15,R,34,Pass,,2,0,Incomplete,TRIO,Z MONTANA,,41,2HI,2MAN,,,,Whittier College
139,O,1,10,R,-38,Run,B-L,,-5,Rush,DEUCE,ZEBRA,,33,1HI,C3,5R,,,Pacific Lutheran University
56,O,2,10,R,24,Pass,,3,19,Complete,DOUBLES,ZIPPER,,33,2HI,OVER,,,,Willamette University
116,O,3,12,R,41,Pass,,2,0,Incomplete,DOUBLES,ZIPPER,,32,UMBRELLA,C3,,,,Willamette University
6,O,2,6,R,29,Pass,,7,26,Complete,DOUBLES,ZOOM 89 SEATTLE,EXP,42,2HI,C2,,,1,George Fox University
179,O,3,11,R,-24,Pass,,1,0,Interception,DOUBLES,ZOOM 89 SEATTLE,,33,2HI,C4,4I,,4,George Fox University
7,O,2,6,M,34,Pass,,7,0,Incomplete,DOUBLES,ZOOM 89 SEATTLE,,33,2HI,3ROLL,,,,University of Puget Sound
13,O,4,2,R,16,Pass,,1,0,Incomplete,DOUBLES,ZOOM 89 SEATTLE,,70,0,ZERO,,,,University of Puget Sound
71,O,1,10,,-19,Pass,,,0,,ACE,ZOOM B2 WHEEL,,42,2HI,C3,,,,Linfield College
82,O,2,3,,49,Run,,,3,,ACE,ZOOM BILLS,,43,2HI,C4,,,,Lewis & Clark College
145,O,1,10,,-25,Run,,,16,,ACE,ZOOM BILLS,,34,1HI,C3,,,,Linfield College
7,O,3,11,,48,Pass,,,17,,ACE,ZOOM MONTANA,,42,2HI,2MAN,,,,Linfield College
148,O,1,10,,44,Pass,,,0,,ACE,ZOOM MONTANA,,42,1HI,C3,,,,Linfield College
47,O,2,8,R,31,Run,C-L,,-1,Rush,DOUBLES,ZOOM ROCK,,33,2HI,C3,,,,University of Puget Sound
213,O,1,10,R,17,Run,P-L,,7,Rush,DOUBLES,ZOOM ROCK,,33,2HI,2MAN,,,,Pacific University
74,O,2,6,R,-36,Run,P-L QB,,1,Rush,DOUBLES,ZOOM SCISSORS,,42,2HI,C1,,,,Linfield College
51,O,2,10,M,-20,,,,5,Penalty,DOUBLES,,,42,1HI,,,,1,George Fox University
155,O,1,10,M,22,,,,-5,Penalty,,,,42,,,,,3,George Fox University
159,O,3,25,R,37,,,,-5,Penalty,50,,,,2HI,,,,3,George Fox University
4,O,,,,,Pass,,,0,Incomplete,DOUBLES,,,70,,,,,,University of Puget Sound
8,O,,,,,Pass,,,2,,DOUBLES,,,33,,,,,,University of Puget Sound
34,O,1,10,L,30,,,,0,,,,,33,1HI,,,,,Pacific Lutheran University
181,O,1,10,R,35,Pass,,,0,Interception,TRIO,,,33,1HI,C3,5I,,,Pacific Lutheran University
